ride_id,user_id,driver_id,city,distance_km,base_fare,timestamp
742,9,9,Banten,12.2,8143.90350238869,2026-03-24 04:46:30.599256
743,790,36,Depok,5.83,8399.223068760453,2026-01-22 06:46:44.646771
744,832,79,Tangerang,7.26,10907.936949930234,2026-02-17 05:17:41.268787
745,416,24,Jakarta,1.74,8944.879696842398,2026-03-09 13:50:15.386340
746,883,178,Tangerang,9.22,11707.059288321676,2026-03-03 17:51:57.462171
747,413,83,Tangerang,4.9,10384.673302173165,2026-04-02 01:00:39.822920
748,405,189,Banten,18.77,5467.192180227872,2026-02-26 04:12:50.668640
749,533,49,Bogor,13.82,12553.565311472823,2026-03-29 02:15:07.853534
750,162,21,Tangerang,2.05,10215.49448202163,2026-03-10 15:34:26.717302
751,407,126,Bogor,10.87,5486.805768937192,2026-01-22 18:38:28.192730
752,979,143,Jakarta,2.36,12940.786742211028,2026-04-10 18:17:25.844339
753,444,23,Bogor,1.54,9995.368571570443,2026-03-05 20:20:14.627906
754,247,100,Jakarta,18.48,11184.782857362068,2026-02-06 23:26:10.281002
755,513,87,Banten,3.0,5182.088053721913,2026-03-06 10:47:14.342320
756,552,52,Depok,2.64,8090.427393634431,2026-03-24 19:49:05.443576
757,578,36,Tangerang,5.02,14241.989929147541,2026-04-05 18:54:28.349158
758,801,97,Depok,1.02,8566.564014229187,2026-04-11 12:06:18.039793
759,746,15,Depok,5.96,14842.366372716973,2026-03-09 22:19:07.259732
760,376,46,Banten,10.26,6183.673711606109,2026-03-02 11:53:18.126206
761,970,98,Bogor,2.99,14208.340657899002,2026-03-18 11:42:01.124502
762,555,110,Banten,10.91,12662.414550138481,2026-04-01 02:02:58.329835
763,623,94,Jakarta,18.01,10134.714168360351,2026-04-07 03:10:10.839270
764,760,73,Banten,13.47,5645.580343151084,2026-01-29 10:11:08.628210
765,290,135,Banten,3.58,12519.077654008444,2026-03-28 21:43:38.495087
766,787,191,Depok,19.27,8549.041686917804,2026-03-15 19:04:47.423342
767,874,106,Tangerang,10.15,12205.769481942538,2026-03-15 03:50:16.470999
768,111,78,Tangerang,2.6,12167.228025267763,2026-02-11 11:35:09.954634
769,137,76,Jakarta,15.49,6134.467899575743,2026-04-09 13:40:38.576315
770,308,36,Tangerang,9.41,10440.538704456456,2026-03-14 16:28:36.462144
771,601,14,Jakarta,9.93,10261.880832682813,2026-03-08 18:11:58.451354
772,870,49,Depok,16.55,11626.526455021289,2026-02-14 13:50:48.090271
773,779,25,Tangerang,3.22,6136.902455746544,2026-02-05 22:02:59.295160
774,302,107,Depok,1.76,10681.875935687262,2026-03-21 03:33:59.171677
775,960,105,Tangerang,5.2,5001.332613843099,2026-04-09 12:51:33.023118
776,221,149,Banten,8.71,5599.953523054457,2026-01-21 11:46:41.663284
777,370,60,Tangerang,14.08,14541.334166882196,2026-01-20 18:25:05.362495
778,883,88,Bogor,6.91,14314.43882643607,2026-03-28 19:52:43.532329
779,791,59,Tangerang,14.65,13932.955281138113,2026-02-20 15:02:26.675780
780,913,164,Tangerang,8.04,6892.943413318596,2026-02-28 08:06:57.820575
781,478,144,Bogor,18.29,12935.795566127252,2026-03-16 20:17:10.676471
782,687,171,Depok,16.71,8342.418788198234,2026-02-07 13:38:19.792261
783,706,62,Bogor,13.0,13168.010442534522,2026-03-03 00:19:19.321579
784,387,173,Jakarta,9.75,12229.54601238158,2026-02-27 23:29:11.989878
785,328,23,Jakarta,12.91,10408.043260776094,2026-02-01 18:39:52.746370
786,309,54,Jakarta,2.62,8866.890034858956,2026-04-10 22:13:54.255976
787,952,165,Depok,8.95,12738.67535730383,2026-02-10 09:26:55.804021
788,979,37,Banten,13.43,5878.2357517911805,2026-03-25 08:35:53.426739
789,644,199,Bogor,16.26,8084.812516103387,2026-02-12 06:45:28.115093
790,127,42,Depok,4.62,11364.647330864422,2026-03-21 18:37:08.812590
791,658,52,Tangerang,16.19,8001.410454605184,2026-02-10 03:13:05.278250
792,845,152,Jakarta,15.48,9498.956008721812,2026-02-17 21:24:29.195045
793,131,21,Banten,11.9,8908.562789077137,2026-02-24 15:12:01.233204
794,847,106,Banten,19.05,7232.421617768281,2026-03-31 10:39:34.198214
795,598,69,Bogor,8.15,7859.042354149797,2026-04-14 11:59:41.904069
796,353,67,Bogor,16.53,10463.489353132216,2026-03-19 12:58:11.749651
797,832,171,Jakarta,19.97,13817.628273174729,2026-03-26 04:13:42.115616
798,807,184,Banten,3.14,8616.569833610134,2026-03-16 09:23:47.790954
799,700,180,Bogor,1.43,11419.78325498823,2026-02-03 13:43:21.468937
800,63,76,Bogor,9.79,12032.961473136289,2026-02-25 05:10:09.702234
801,476,141,Banten,11.06,12370.099233399622,2026-01-24 04:41:28.830272
802,985,184,Jakarta,5.04,10927.533097518735,2026-04-07 07:37:01.746940
803,933,45,Bogor,11.8,6242.22614948425,2026-02-12 21:31:53.318097
804,678,93,Banten,17.47,10564.879409420417,2026-03-29 08:19:52.580924
805,462,182,Banten,15.63,6412.0447320726835,2026-03-11 00:29:39.465781
806,564,21,Depok,2.29,8200.894736008986,2026-04-16 05:34:44.997769
807,178,183,Jakarta,17.58,13463.931607076105,2026-04-01 04:40:06.903048
808,954,66,Bogor,7.25,10349.5997106882,2026-03-18 22:41:50.564845
809,536,27,Jakarta,17.06,12787.897604680547,2026-02-20 23:55:52.275338
810,204,110,Banten,15.96,13334.767951580727,2026-02-14 20:02:56.434805
811,942,88,Bogor,13.38,12235.782185051003,2026-03-20 07:44:12.657625
812,768,19,Bogor,9.93,10332.21726783947,2026-03-24 10:17:49.064420
813,29,3,Bogor,1.17,14436.009755155084,2026-03-25 20:00:22.734429
814,32,200,Banten,17.66,7876.71725639286,2026-04-10 22:33:05.908329
815,805,173,Jakarta,8.43,6101.115958245533,2026-03-20 19:20:53.597801
816,141,164,Jakarta,8.26,6835.055749763691,2026-04-19 07:44:48.054146
817,250,108,Bogor,18.43,7475.649473758764,2026-03-31 10:34:06.746948
818,344,67,Banten,5.97,14717.975122757784,2026-04-10 05:02:31.450638
819,830,147,Depok,17.39,8647.640071987993,2026-03-20 10:00:09.114112
820,888,141,Bogor,9.58,12141.712042798834,2026-01-26 20:31:03.184094
821,31,74,Banten,15.82,5779.633924656957,2026-02-28 05:25:22.908798
822,509,127,Banten,9.85,11851.8237772802,2026-03-27 21:11:04.927524
823,321,3,Banten,3.44,13476.845297433894,2026-03-03 16:26:50.755981
824,115,64,Bogor,1.77,7801.852844728166,2026-03-25 17:05:29.844029
825,49,92,Depok,11.57,8345.386422037973,2026-01-25 02:05:49.600104
826,624,106,Tangerang,8.58,13420.764975292223,2026-04-08 11:30:04.004053
827,758,58,Depok,18.0,8800.943127339124,2026-04-03 10:39:59.414146
828,609,107,Depok,10.91,13629.33726840523,2026-02-07 20:21:46.371090
829,866,7,Depok,5.87,8568.596900129032,2026-03-02 11:11:08.353751
830,830,5,Jakarta,10.81,10328.46730781289,2026-04-15 15:31:01.396898
831,837,24,Depok,18.94,12550.937290330792,2026-04-04 03:37:58.473389
832,2,42,Jakarta,10.85,13875.177091101883,2026-04-19 04:58:43.218612
833,487,76,Banten,5.21,6468.74991045889,2026-01-21 19:32:25.813513
834,631,77,Depok,18.81,5788.9312827495305,2026-03-13 18:06:48.619979
835,173,78,Bogor,10.41,5460.790927370708,2026-02-24 04:59:17.223909
836,8,178,Bogor,3.4,6558.3824659864795,2026-04-15 16:51:02.095667
837,467,25,Bogor,8.39,10447.352557744036,2026-04-16 00:38:25.050354
838,110,55,Tangerang,2.29,5304.377458362256,2026-04-09 00:22:33.380838
839,147,23,Bogor,17.97,12355.825435512084,2026-03-05 10:35:21.517827
840,399,188,Bogor,4.23,7189.2116298269975,2026-04-15 00:44:52.334714
841,631,103,Banten,5.41,9722.22840936733,2026-02-23 09:12:59.894749
842,100,152,Bogor,12.6,12954.09370048829,2026-02-25 10:54:24.161948
843,956,103,Banten,3.54,10449.593279849782,2026-02-18 08:29:00.071292
844,49,143,Banten,1.97,11531.742318513963,2026-02-27 07:34:00.873184
845,538,94,Banten,11.6,11081.596130930668,2026-04-07 07:44:58.452691
846,7,73,Depok,6.83,9381.792467152234,2026-03-01 02:28:21.864878
847,779,2,Jakarta,19.94,10628.996475546772,2026-03-03 07:15:54.871156
848,818,121,Tangerang,4.63,7626.185925087366,2026-04-07 17:07:51.303270
849,146,7,Tangerang,18.54,9300.65697834501,2026-03-07 08:27:32.230780
850,761,156,Bogor,4.86,14168.467622980801,2026-02-16 17:48:56.039165
851,102,177,Banten,17.04,7424.039645360479,2026-02-12 13:23:32.587861
852,802,55,Depok,14.12,13003.995658031225,2026-03-05 08:35:57.283378
853,556,44,Banten,5.28,8021.895912481767,2026-03-22 05:24:36.362606
854,605,160,Bogor,1.03,12375.27290446873,2026-04-07 21:36:02.453948
855,563,123,Bogor,4.84,7496.349561949577,2026-03-11 16:35:20.804130
856,964,20,Jakarta,7.2,12823.297173408844,2026-02-02 11:01:02.435584
857,199,27,Tangerang,16.15,13783.057027986695,2026-04-10 22:30:41.017446
858,714,58,Banten,18.77,6410.9242449922685,2026-03-30 15:27:07.365058
859,742,170,Banten,7.01,14979.452672527446,2026-02-14 03:11:14.558153
860,519,152,Bogor,14.92,12241.181056723453,2026-03-31 10:29:00.683158
861,30,168,Tangerang,11.23,10096.40425336708,2026-03-04 07:38:54.096581
862,171,44,Jakarta,18.9,9872.494794900875,2026-02-09 15:43:05.608039
863,209,109,Jakarta,12.28,8412.201904685,2026-03-16 16:07:32.124712
864,231,16,Jakarta,14.15,11578.837522006266,2026-02-04 15:30:22.588271
865,833,134,Tangerang,2.61,13089.35551518427,2026-02-05 00:59:21.337373
866,629,32,Jakarta,19.11,9141.84363805891,2026-03-28 07:13:48.797040
867,693,192,Banten,17.33,6466.088149155409,2026-01-30 12:40:41.465468
868,801,131,Jakarta,1.72,10221.175838667914,2026-02-23 11:10:46.055094
869,181,5,Depok,4.42,6542.530271098281,2026-04-14 15:46:22.035911
870,94,1,Bogor,15.88,10598.938285950591,2026-02-05 23:08:31.328158
871,372,174,Jakarta,9.9,12333.183748458461,2026-03-13 22:52:02.580644
872,468,200,Depok,15.03,12722.714582801127,2026-02-17 18:33:27.276752
873,774,132,Bogor,4.41,13298.914513978976,2026-04-02 14:42:42.456147
874,848,138,Bogor,19.11,8693.402168019984,2026-04-10 09:14:53.874769
875,514,63,Banten,14.81,8425.1716794304,2026-04-04 06:50:19.141510
876,94,80,Jakarta,4.48,12625.61158669907,2026-02-12 19:55:18.215904
877,264,36,Tangerang,12.13,11615.833431364052,2026-03-19 13:35:02.449024
878,684,28,Tangerang,14.1,5884.258219525997,2026-04-02 19:52:07.337777
879,632,57,Banten,19.61,10706.07490852795,2026-03-29 03:55:58.624621
880,12,48,Depok,15.43,9020.704097476002,2026-03-15 09:15:30.610448
881,573,90,Jakarta,8.19,9555.563067138355,2026-02-24 12:47:40.978524
882,350,37,Banten,18.71,14121.733305585592,2026-04-08 05:14:20.039922
883,102,98,Depok,19.52,7766.322588034682,2026-02-08 07:03:38.938555
884,500,48,Tangerang,3.36,12881.880119839363,2026-02-01 15:05:23.542361
885,231,149,Jakarta,11.3,11268.536657116309,2026-03-14 20:06:29.225367
886,611,153,Tangerang,11.6,8819.253298431913,2026-01-27 00:46:36.545070
887,367,95,Jakarta,10.4,11440.943219101995,2026-02-13 11:01:23.928066
888,789,93,Banten,12.53,9404.70077441318,2026-04-14 10:08:35.086674
889,472,30,Bogor,4.65,14220.940697821994,2026-03-17 08:51:42.226803
890,177,35,Jakarta,10.01,8832.493827354672,2026-01-29 00:52:43.895226
891,523,122,Banten,10.63,9300.740684628749,2026-03-27 10:05:46.812987
892,761,123,Tangerang,14.0,8841.958414909055,2026-02-28 17:29:51.601392
893,166,151,Depok,3.79,9805.098989239465,2026-02-09 10:37:31.475507
894,64,33,Banten,13.66,10388.14657513434,2026-02-12 19:22:21.368568
895,977,124,Banten,7.11,11541.473845667766,2026-03-16 15:42:13.681943
896,385,71,Jakarta,6.97,12981.79738684867,2026-04-04 11:19:28.932370
897,477,8,Jakarta,5.19,8969.401701139497,2026-02-15 03:52:58.102241
898,979,125,Jakarta,10.54,14241.864711104787,2026-04-13 01:26:29.528489
899,557,59,Tangerang,16.01,8678.842896297345,2026-02-14 12:25:42.567860
900,304,154,Depok,18.74,13610.507556705357,2026-03-16 20:42:22.917151
901,823,97,Banten,2.9,14443.835420007825,2026-01-30 23:32:42.739699
902,832,98,Jakarta,12.02,5479.795817396868,2026-04-10 11:04:44.149787
903,621,140,Banten,4.99,8243.966867476536,2026-04-13 21:15:12.049600
904,424,153,Jakarta,6.96,14223.479752090461,2026-03-21 18:49:11.865104
905,683,172,Tangerang,6.61,14053.527061943407,2026-01-31 06:43:08.907924
906,707,188,Depok,12.0,8339.317470261045,2026-04-02 06:07:40.390699
907,290,42,Jakarta,11.29,10528.5240977613,2026-03-31 09:35:38.267111
908,623,57,Depok,18.92,9896.93493872979,2026-03-17 07:02:21.938193
909,31,34,Banten,13.15,14214.80035784693,2026-02-25 09:25:53.174086
910,110,168,Tangerang,17.11,12020.115862130217,2026-02-12 16:19:15.196063
911,971,93,Tangerang,14.48,14498.035403566659,2026-01-21 11:15:57.969929
912,11,150,Bogor,1.56,11409.98367972256,2026-02-20 20:24:51.593252
913,365,57,Depok,9.94,7824.548542587538,2026-01-28 02:12:02.113659
914,406,30,Tangerang,4.46,12862.361048783177,2026-03-14 00:30:15.989844
915,867,120,Jakarta,12.5,7585.1235772069285,2026-01-22 19:37:23.023237
916,765,18,Bogor,13.21,13831.527711391129,2026-02-10 18:11:16.135973
917,280,33,Bogor,17.96,9011.65909462457,2026-02-10 11:40:29.105062
918,324,36,Jakarta,1.54,13619.576814979859,2026-02-26 06:13:00.579462
919,579,90,Tangerang,6.65,13686.808854790841,2026-03-13 05:56:34.957115
920,328,67,Bogor,19.17,9391.020831767933,2026-01-31 10:48:08.947107
921,301,21,Banten,10.57,12282.19612477453,2026-02-20 21:42:38.237859
922,477,51,Tangerang,10.14,9141.314702699688,2026-03-31 06:13:51.797448
923,371,127,Tangerang,9.24,5347.962225793195,2026-04-11 19:48:10.805415
924,630,172,Bogor,11.92,13626.856683269192,2026-04-13 22:45:03.807996
925,560,169,Banten,11.61,7228.596380144342,2026-03-05 13:15:36.346662
926,99,97,Banten,2.88,11447.85691017289,2026-02-13 13:33:31.707510
927,564,196,Banten,14.54,6574.6067218052685,2026-02-16 08:35:55.085431
928,6,56,Banten,9.46,13808.880877514468,2026-04-18 18:33:37.380030
929,144,137,Jakarta,19.44,9218.316511499608,2026-04-17 14:22:48.482266
930,336,33,Banten,11.59,14881.61175936481,2026-03-14 01:03:22.796531
931,337,74,Tangerang,13.3,12524.881265904292,2026-04-08 06:43:31.703154
932,553,22,Banten,19.0,7593.258308039795,2026-03-25 10:26:06.971474
933,674,187,Bogor,11.86,7719.36437117178,2026-02-01 15:08:41.983404
934,696,45,Tangerang,17.18,14155.309002360895,2026-04-16 22:49:01.473655
935,57,108,Bogor,1.31,10069.10316025954,2026-02-22 15:52:09.161716
936,723,129,Banten,17.03,10011.348383931163,2026-01-31 06:20:31.551538
937,439,169,Depok,3.48,8660.50952188471,2026-03-13 00:27:23.459679
938,880,145,Jakarta,3.53,9151.92921649163,2026-03-15 02:20:47.678637
939,872,119,Tangerang,12.16,11088.84958382876,2026-03-24 05:02:57.704131
940,703,114,Jakarta,9.79,11439.592754102587,2026-02-04 15:30:45.792082
941,474,172,Banten,2.26,8397.992535431493,2026-02-15 19:47:37.609112
942,335,36,Jakarta,4.91,8152.766850632595,2026-02-10 23:29:33.365475
943,175,84,Tangerang,13.69,13706.187068942956,2026-04-19 19:00:12.806077
944,307,48,Depok,9.23,8468.931347089168,2026-03-04 08:24:05.590431
945,254,127,Bogor,1.51,10799.56856171369,2026-02-03 08:39:08.840788
946,575,171,Jakarta,15.44,7356.8771769781215,2026-04-15 16:03:13.105093
947,640,8,Depok,8.85,11180.849625977295,2026-03-07 12:42:22.379625
948,205,85,Tangerang,16.09,12170.324437188658,2026-02-24 06:57:38.076076
949,211,197,Banten,12.15,11919.019303901314,2026-04-02 21:26:40.367060
950,477,145,Jakarta,10.05,9480.124529399889,2026-02-09 06:48:43.435086
951,535,88,Depok,11.86,9716.310980807732,2026-02-06 17:05:10.855077
952,866,141,Bogor,2.63,5395.8119911595095,2026-03-14 05:54:52.945883
953,336,43,Depok,16.79,12801.093125235711,2026-04-02 07:36:22.003316
954,225,190,Jakarta,16.82,5461.80143636467,2026-02-03 23:29:09.122557
955,811,168,Tangerang,5.05,6905.965815488182,2026-02-15 17:03:20.318005
956,428,82,Bogor,12.99,11988.054131353692,2026-02-27 15:08:02.815310
957,687,194,Tangerang,8.5,5234.174560098568,2026-04-12 19:07:16.965181
958,485,88,Banten,13.69,6636.332030204162,2026-03-13 00:08:56.658406
959,720,95,Bogor,16.11,7717.758563052532,2026-04-10 22:59:59.616500
960,298,8,Jakarta,11.74,6811.952977234131,2026-04-14 15:43:16.499409
961,277,132,Banten,11.53,14635.772870858304,2026-01-23 15:45:25.316443
962,753,142,Jakarta,12.14,7717.541103361224,2026-03-24 14:11:05.353066
963,966,143,Banten,2.69,12979.07714978932,2026-03-15 09:57:17.439230
964,338,189,Depok,5.13,9492.38321540306,2026-02-12 03:06:55.810262
965,24,34,Tangerang,16.96,11271.093521917766,2026-03-08 02:50:27.953762
966,105,47,Jakarta,6.46,5377.973122209511,2026-03-05 20:29:46.007937
967,461,169,Jakarta,13.6,8287.430291510893,2026-03-10 01:39:32.698993
968,695,137,Bogor,14.82,8955.591176677812,2026-02-15 08:45:13.918940
969,584,104,Depok,11.36,13723.129912059407,2026-03-30 00:15:35.152228
970,888,154,Depok,7.12,12422.95279060573,2026-03-30 16:55:45.771184
971,392,79,Bogor,12.97,7194.845878938847,2026-03-13 05:53:53.161120
972,561,72,Bogor,19.21,8591.412573223353,2026-03-05 05:09:55.323799
973,420,57,Bogor,13.57,12487.105907422821,2026-04-17 21:42:20.318359
974,781,149,Tangerang,2.0,5207.049478075615,2026-02-13 02:15:03.288780
975,892,51,Tangerang,4.66,8114.435508017073,2026-02-11 13:41:40.527748
976,970,122,Banten,14.58,13835.668167362071,2026-04-14 06:51:59.440558
977,51,23,Banten,15.6,10021.331876995719,2026-04-10 07:01:36.992092
978,709,114,Jakarta,7.07,6560.767504616789,2026-03-07 15:59:25.589525
979,372,158,Tangerang,3.06,13910.91740530759,2026-03-19 03:14:35.131515
980,163,181,Bogor,11.31,9149.967132164102,2026-01-24 22:04:52.350823
981,769,194,Jakarta,4.88,14032.01135556215,2026-02-19 16:33:16.975973
982,637,15,Bogor,19.87,6131.030994353585,2026-02-11 06:51:16.868328
983,487,24,Bogor,12.28,14287.218448271049,2026-01-31 19:55:43.681492
984,707,170,Banten,3.76,13340.301229875027,2026-03-12 18:24:43.953177
985,502,87,Banten,7.59,14457.250247344187,2026-03-16 22:17:22.559072
986,846,122,Bogor,13.27,14685.354389707021,2026-01-28 03:54:35.024269
987,621,180,Jakarta,17.17,10536.894869974813,2026-02-20 15:47:26.468933
988,861,68,Depok,5.64,5500.873958854884,2026-03-28 22:00:00.732309
989,196,64,Banten,6.79,13717.308395411443,2026-01-20 04:24:46.666745
990,327,22,Bogor,2.36,7676.540605208889,2026-03-16 19:10:40.400254
991,640,180,Jakarta,10.8,7073.361665752869,2026-02-23 17:27:05.818270
992,323,107,Depok,1.25,10917.40888970377,2026-03-01 07:05:07.736601
993,577,151,Bogor,3.81,7483.394944941971,2026-03-15 06:46:58.640236
994,859,44,Bogor,5.5,5391.156451077769,2026-02-27 04:02:16.111543
995,885,130,Depok,5.45,12503.199991524325,2026-01-29 06:02:35.016606
996,60,104,Jakarta,17.58,7449.509383686856,2026-03-22 10:49:55.240363
997,424,117,Jakarta,3.15,8461.321174376077,2026-02-09 18:37:58.530727
998,217,182,Bogor,1.45,7476.521910693109,2026-03-04 01:57:34.631980
999,752,193,Jakarta,3.74,11712.004538204576,2026-03-10 07:58:52.637754
1000,63,52,Banten,8.01,10640.417020749794,2026-03-28 10:05:06.270735
1001,79,153,Depok,16.94,8724.44956850853,2026-04-02 04:22:35.881528
1002,511,113,Jakarta,9.06,11776.843611417324,2026-03-02 19:22:17.974826
1003,625,124,Depok,15.21,9898.110205995228,2026-03-20 06:04:00.887967
1004,719,36,Banten,8.76,8205.316538672052,2026-03-28 05:26:08.261012
1005,942,19,Tangerang,3.67,12359.101523915917,2026-03-11 05:39:56.945862
1006,131,129,Depok,17.14,14254.443374881885,2026-03-05 18:23:36.114039
1007,621,140,Tangerang,4.01,9077.42757489159,2026-03-12 02:47:37.757860
1008,605,74,Tangerang,7.42,7448.839776778264,2026-01-29 15:25:01.429416
1009,14,128,Tangerang,7.35,5652.784516460648,2026-04-12 14:11:04.034888
1010,686,182,Banten,19.35,6298.087629399709,2026-03-16 01:33:51.476384
1011,976,115,Depok,10.1,12014.73400366345,2026-04-05 22:05:02.448415
1012,92,120,Depok,16.47,13111.958151386567,2026-03-04 22:32:16.089659
1013,777,47,Bogor,13.27,12890.484752156532,2026-02-01 17:58:09.603650
1014,372,81,Bogor,1.8,8729.642341949533,2026-04-18 01:22:24.107750
1015,253,42,Depok,5.42,7666.828875045996,2026-01-27 13:07:36.490457
1016,325,141,Jakarta,7.07,14709.551154484074,2026-03-29 06:31:24.176102
1017,59,109,Banten,16.74,6304.452257662804,2026-04-11 06:36:57.427134
1018,571,87,Depok,3.97,14026.410248657896,2026-03-15 16:07:52.381561
1019,546,74,Tangerang,17.32,5218.695650318843,2026-01-30 05:58:35.876837
1020,591,120,Jakarta,4.19,5204.740802764605,2026-01-26 12:12:43.134440
1021,623,136,Banten,7.57,14835.91196841097,2026-01-28 01:11:30.598427
1022,318,178,Depok,12.54,14834.658255308317,2026-02-13 12:10:51.289344
1023,130,177,Bogor,11.36,14082.256015727302,2026-02-22 18:18:39.738746
1024,374,112,Bogor,4.36,9082.113223772583,2026-04-08 05:21:45.385464
1025,365,200,Bogor,16.63,11172.269795356624,2026-04-10 07:18:44.386862
1026,956,180,Banten,4.7,8494.087049111457,2026-02-08 10:43:27.064493
1027,123,160,Depok,16.86,14672.685634636238,2026-02-08 21:43:21.660130
1028,105,49,Depok,7.43,6062.491048746824,2026-01-22 04:34:51.081622
1029,812,123,Depok,4.26,9707.47816286232,2026-03-08 13:33:50.011735
1030,57,88,Bogor,18.35,9036.387315022957,2026-04-06 22:01:22.106245
1031,859,65,Banten,1.44,14543.724461315944,2026-02-25 18:15:55.389562
1032,971,141,Bogor,14.62,13184.57345950304,2026-04-17 22:17:57.813487
1033,623,18,Tangerang,14.5,6078.20671478226,2026-03-31 15:26:06.010474
1034,769,188,Jakarta,16.6,9345.153901385622,2026-04-12 13:23:05.044906
1035,922,23,Bogor,16.21,5207.61569918278,2026-03-05 01:56:07.637301
1036,516,182,Jakarta,4.58,10614.519309268131,2026-04-06 20:21:32.096771
1037,338,66,Bogor,3.56,11661.947392311018,2026-04-13 04:15:12.611593
1038,352,132,Tangerang,15.81,12399.216462231707,2026-01-25 04:04:22.331985
1039,929,149,Depok,2.33,5529.912223577141,2026-02-02 09:35:35.950756
1040,301,126,Banten,1.78,9810.592430545763,2026-01-26 21:05:55.547680
1041,105,59,Depok,14.57,11521.021522134575,2026-02-07 13:21:29.389015
1042,74,148,Tangerang,4.15,8410.218856583897,2026-03-22 12:39:31.675523
1043,376,68,Tangerang,18.3,14029.542873648874,2026-02-26 21:55:34.209721
1044,986,171,Banten,11.65,13008.401302841965,2026-03-09 08:48:02.431029
1045,9,52,Banten,3.68,12497.072316287955,2026-02-07 02:33:19.528179
1046,774,83,Depok,16.2,10125.219178611493,2026-03-21 21:27:03.046360
1047,868,56,Depok,4.15,7223.692756099788,2026-02-28 15:44:29.041084
1048,362,135,Jakarta,14.42,7553.654855789786,2026-03-02 07:00:15.690875
1049,572,155,Bogor,1.06,14404.33871305552,2026-02-10 01:25:11.961014
1050,331,175,Jakarta,10.46,5979.703209791985,2026-01-29 00:03:52.178160
1051,53,21,Tangerang,2.74,7149.667338881491,2026-03-09 21:08:21.790282
1052,569,132,Tangerang,8.27,5619.994559167485,2026-02-13 20:12:26.058684
1053,196,109,Jakarta,16.39,8504.193933281413,2026-02-17 15:59:20.172769
1054,28,102,Banten,15.9,11717.081433038114,2026-03-05 12:36:45.254833
1055,208,124,Jakarta,1.23,9578.268117589783,2026-03-05 03:13:25.461265
1056,434,63,Bogor,11.07,6714.466007676153,2026-02-20 22:26:53.370873
1057,293,197,Depok,8.73,5621.849591556246,2026-01-29 02:42:25.618205
1058,252,41,Banten,4.27,14239.014718689425,2026-03-24 18:24:50.205057
1059,645,51,Jakarta,14.71,7318.840383020106,2026-04-11 15:10:20.945104
1060,817,176,Bogor,3.56,5086.316089155972,2026-01-21 16:07:25.597569
1061,619,178,Tangerang,10.87,9545.01746211725,2026-02-07 10:28:14.873966
1062,878,112,Jakarta,13.93,9187.343546284621,2026-01-20 17:39:45.481533
1063,998,192,Bogor,6.12,14904.332838526732,2026-02-12 02:50:40.773673
1064,687,165,Banten,12.99,8341.466086482196,2026-03-10 10:08:27.976235
1065,34,118,Bogor,7.72,13908.09252465527,2026-03-12 00:15:16.034652
1066,426,17,Banten,1.0,13399.173220157321,2026-03-06 01:07:57.501010
1067,26,158,Tangerang,12.88,5713.244232860561,2026-01-26 11:35:25.493095
1068,630,181,Depok,11.5,10477.350256904763,2026-03-20 17:21:02.164991
1069,980,38,Jakarta,11.83,10825.420669571453,2026-03-08 06:23:46.509572
1070,514,160,Jakarta,16.95,5414.015811563052,2026-02-24 15:50:39.757041
1071,971,3,Jakarta,7.52,7502.953752203615,2026-03-30 18:49:57.716381
1072,569,58,Banten,5.28,14087.043242065669,2026-02-15 04:32:04.590731
1073,131,67,Bogor,11.05,7945.250095945069,2026-01-31 09:15:49.894453
1074,61,162,Jakarta,9.13,11043.857498089768,2026-03-29 23:23:19.873865
1075,86,91,Bogor,19.91,5729.364746575246,2026-01-27 15:49:39.607378
1076,98,181,Bogor,16.15,11807.926614352775,2026-02-10 16:04:31.887605
1077,161,135,Banten,2.29,14233.692561598871,2026-02-11 23:48:02.177853
1078,974,35,Tangerang,9.44,6665.139652807977,2026-04-16 19:46:15.667782
1079,780,199,Depok,15.27,5512.287402456165,2026-01-29 13:02:52.621035
1080,972,70,Tangerang,12.93,9350.179792918269,2026-03-01 09:05:29.833210
1081,128,166,Jakarta,10.04,5534.573317379154,2026-03-10 09:21:31.447516
1082,405,2,Jakarta,15.41,7249.348060014732,2026-02-08 10:34:23.498597
1083,50,112,Banten,18.12,6569.542016285443,2026-03-16 14:14:02.314675
1084,640,46,Banten,4.48,6501.190781660724,2026-02-09 22:41:29.165650
1085,747,21,Bogor,15.87,10434.68435563244,2026-01-27 12:22:31.008586
1086,262,53,Tangerang,15.19,9684.891715284739,2026-03-27 07:55:20.785468
1087,577,154,Banten,10.03,13607.327005959003,2026-02-02 03:52:38.721018
1088,673,28,Banten,15.16,12748.27760385535,2026-01-26 17:28:08.883233
1089,136,108,Depok,1.3,10807.710716154033,2026-04-03 05:55:46.227430
1090,610,170,Tangerang,8.66,9141.96149154503,2026-02-08 16:34:38.382222
1091,156,97,Tangerang,16.25,13363.105445250454,2026-03-04 11:26:38.889720
1092,214,45,Banten,4.25,12413.861450908378,2026-03-09 06:12:09.053103
1093,25,61,Banten,7.7,8356.25785994993,2026-02-02 11:28:19.529252
1094,786,167,Banten,2.24,13073.996067447932,2026-03-02 02:30:22.861442
1095,335,141,Banten,18.15,12522.59122547216,2026-02-26 01:10:43.339129
1096,316,49,Bogor,11.55,10591.979597563339,2026-03-30 16:57:39.938909
