payment_id,ride_id,amount,method,status
963,963,12980.42,wallet,failed
964,964,9494.95,card,failed
965,965,11279.57,wallet,success
966,966,5381.2,wallet,success
967,967,8294.23,card,failed
968,968,8963.0,wallet,failed
969,969,13728.81,cash,failed
970,970,12426.51,card,failed
971,971,7201.33,wallet,success
972,972,8601.02,wallet,failed
973,973,12493.89,card,failed
974,974,5208.05,wallet,success
975,975,8116.77,card,success
976,976,13842.96,cash,failed
977,977,10029.13,cash,failed
978,978,6564.3,card,success
979,979,13912.45,card,success
980,980,9155.62,wallet,failed
981,981,14034.45,wallet,success
982,982,6140.97,wallet,success
983,983,14293.36,wallet,failed
984,984,13342.18,card,success
985,985,14461.05,wallet,failed
986,986,14691.99,cash,success
987,987,10545.48,wallet,failed
988,988,5503.69,wallet,failed
989,989,13720.7,cash,failed
990,990,7677.72,cash,success
991,991,7078.76,cash,failed
992,992,10918.03,wallet,failed
993,993,7485.3,card,success
994,994,5393.91,wallet,success
995,995,12505.92,wallet,failed
996,996,7458.3,cash,success
997,997,8462.9,cash,failed
998,998,7477.25,card,failed
999,999,11713.87,card,failed
1000,1000,10644.42,wallet,success
1001,1001,8732.92,cash,failed
1002,1002,11781.37,wallet,success
1003,1003,9905.72,wallet,success
1004,1004,8209.7,card,success
1005,1005,12360.94,wallet,success
1006,1006,14263.01,wallet,success
1007,1007,9079.43,card,success
1008,1008,7452.55,wallet,failed
1009,1009,5656.46,wallet,failed
1010,1010,6307.76,wallet,failed
1011,1011,12019.78,cash,success
1012,1012,13120.19,cash,success
1013,1013,12897.12,card,failed
1014,1014,8730.54,card,failed
1015,1015,7669.54,cash,success
1016,1016,14713.09,wallet,success
1017,1017,6312.82,cash,failed
1018,1018,14028.4,card,success
1019,1019,5227.36,cash,failed
1020,1020,5206.84,wallet,failed
1021,1021,14839.7,cash,success
1022,1022,14840.93,wallet,success
1023,1023,14087.94,cash,failed
1024,1024,9084.29,wallet,success
1025,1025,11180.58,card,success
1026,1026,8496.44,wallet,failed
1027,1027,14681.12,cash,failed
1028,1028,6066.21,cash,success
1029,1029,9709.61,wallet,success
1030,1030,9045.56,wallet,success
1031,1031,14544.44,cash,failed
1032,1032,13191.88,card,failed
1033,1033,6085.46,card,success
1034,1034,9353.45,cash,success
1035,1035,5215.72,cash,failed
1036,1036,10616.81,card,success
1037,1037,11663.73,wallet,success
1038,1038,12407.12,cash,failed
1039,1039,5531.08,card,success
1040,1040,9811.48,wallet,failed
1041,1041,11528.31,wallet,success
1042,1042,8412.29,wallet,failed
1043,1043,14038.69,cash,failed
1044,1044,13014.23,card,success
1045,1045,12498.91,card,success
1046,1046,10133.32,wallet,failed
1047,1047,7225.77,cash,success
1048,1048,7560.86,card,failed
1049,1049,14404.87,cash,success
1050,1050,5984.93,wallet,failed
1051,1051,7151.04,cash,failed
1052,1052,5624.13,cash,failed
1053,1053,8512.39,cash,success
1054,1054,11725.03,cash,success
1055,1055,9578.88,card,success
1056,1056,6720.0,card,success
1057,1057,5626.21,card,failed
1058,1058,14241.15,wallet,success
1059,1059,7326.2,card,success
1060,1060,5088.1,cash,failed
1061,1061,9550.45,card,success
1062,1062,9194.31,cash,success
1063,1063,14907.39,card,success
1064,1064,8347.96,cash,failed
1065,1065,13911.95,cash,success
1066,1066,13399.67,cash,success
1067,1067,5719.68,wallet,failed
1068,1068,10483.1,cash,success
1069,1069,10831.34,wallet,success
1070,1070,5422.49,wallet,success
1071,1071,7506.71,card,failed
1072,1072,14089.68,cash,failed
1073,1073,7950.78,card,failed
1074,1074,11048.42,card,failed
1075,1075,5739.32,wallet,failed
1076,1076,11816.0,card,failed
1077,1077,14234.84,wallet,success
1078,1078,6669.86,cash,success
1079,1079,5519.92,cash,success
1080,1080,9356.64,card,failed
1081,1081,5539.59,card,failed
1082,1082,7257.05,cash,success
1083,1083,6578.6,wallet,success
1084,1084,6503.43,cash,failed
1085,1085,10442.62,cash,success
1086,1086,9692.49,cash,failed
1087,1087,13612.34,card,success
1088,1088,12755.86,card,success
1089,1089,10808.36,cash,failed
1090,1090,9146.29,wallet,success
1091,1091,13371.23,cash,success
1092,1092,12415.99,cash,failed
1093,1093,8360.11,card,failed
1094,1094,13075.12,card,success
1095,1095,12531.67,card,success
1096,1096,10597.75,cash,failed
1097,1097,11475.64,card,failed
1098,1098,13874.29,card,success
1099,1099,7033.14,wallet,failed
1100,1100,13096.06,cash,failed
1101,1101,12759.19,wallet,success
1102,1102,12719.61,wallet,failed
1103,1103,8944.22,wallet,failed
1104,1104,5972.85,wallet,failed
1105,1105,14777.74,cash,success
1106,1106,5791.79,wallet,failed
1107,1107,11482.42,card,success
1108,1108,8369.43,card,failed
1109,1109,9896.95,cash,failed
1110,1110,5543.9,cash,success
1111,1111,7645.83,card,failed
1112,1112,5274.73,cash,failed
1113,1113,14071.16,wallet,success
1114,1114,11399.83,cash,failed
1115,1115,8600.08,card,success
1116,1116,9190.08,cash,success
1117,1117,14352.06,card,success
1118,1118,11906.19,cash,success
1119,1119,11298.66,cash,failed
1120,1120,7241.36,card,success
1121,1121,9098.65,card,failed
1122,1122,9677.12,cash,success
1123,1123,14226.12,wallet,failed
1124,1124,14609.67,card,failed
1125,1125,8842.61,wallet,success
1126,1126,6627.96,wallet,success
1127,1127,14803.12,wallet,success
1128,1128,6661.12,wallet,success
1129,1129,9320.62,wallet,failed
1130,1130,14888.17,card,failed
1131,1131,6233.81,cash,success
1132,1132,6246.05,cash,failed
1133,1133,11555.61,card,success
1134,1134,14230.1,cash,failed
1135,1135,11525.78,cash,success
1136,1136,6595.0,card,failed
1137,1137,5523.79,card,success
1138,1138,11210.05,card,failed
1139,1139,14058.89,cash,failed
1140,1140,14442.25,cash,failed
1141,1141,5133.16,cash,failed
1142,1142,14215.02,cash,failed
1143,1143,10045.47,wallet,success
1144,1144,7928.19,wallet,success
1145,1145,12406.6,wallet,failed
1146,1146,6734.63,cash,success
1147,1147,12328.83,card,failed
1148,1148,6125.42,wallet,success
1149,1149,11401.62,cash,success
1150,1150,5487.41,cash,failed
1151,1151,7731.7,card,failed
1152,1152,7971.87,wallet,failed
1153,1153,9807.39,card,success
1154,1154,8838.07,cash,success
1155,1155,12195.0,cash,success
1156,1156,10088.79,cash,success
1157,1157,6090.79,cash,success
1158,1158,8276.33,cash,success
1159,1159,9716.51,cash,failed
1160,1160,11070.91,cash,failed
1161,1161,10884.14,wallet,success
1162,1162,5402.98,card,success
1163,1163,10174.96,card,success
1164,1164,11045.07,wallet,failed
1165,1165,6657.27,wallet,failed
1166,1166,14972.96,card,failed
1167,1167,8975.69,card,success
1168,1168,14990.37,wallet,failed
1169,1169,9354.6,cash,success
1170,1170,14816.19,card,success
1171,1171,11145.82,wallet,failed
1172,1172,5694.2,card,success
1173,1173,13501.14,card,success
1174,1174,14292.08,cash,failed
1175,1175,6422.11,cash,failed
1176,1176,8621.62,cash,success
1177,1177,5602.47,wallet,success
1178,1178,7947.66,wallet,success
1179,1179,10418.57,card,failed
1180,1180,12932.36,card,success
1181,1181,6203.69,cash,success
1182,1182,10653.44,cash,failed
1183,1183,13044.3,card,success
1184,1184,14554.6,wallet,failed
1185,1185,7690.52,card,success
1186,1186,7621.16,card,failed
1187,1187,6292.63,card,success
1188,1188,13413.16,card,failed
1189,1189,5492.08,card,success
1190,1190,7230.6,wallet,success
1191,1191,14607.85,card,failed
1192,1192,9839.29,card,success
1193,1193,12503.91,cash,failed
1194,1194,10744.96,cash,success
1195,1195,10432.36,card,failed
1196,1196,6256.34,card,failed
1197,1197,7661.78,wallet,failed
1198,1198,12672.83,card,failed
1199,1199,9814.66,wallet,failed
1200,1200,9981.87,wallet,failed
1201,1201,11846.96,card,failed
1202,1202,10948.65,cash,success
1203,1203,14158.53,cash,success
1204,1204,6179.44,wallet,failed
1205,1205,13698.84,card,failed
1206,1206,7025.53,card,failed
1207,1207,9452.39,card,failed
1208,1208,12829.34,card,failed
1209,1209,9100.72,card,success
1210,1210,12983.98,cash,success
1211,1211,14870.57,wallet,success
1212,1212,14957.05,card,success
1213,1213,6456.95,card,failed
1214,1214,5240.94,cash,success
1215,1215,13493.85,cash,failed
1216,1216,14367.68,card,failed
1217,1217,9303.34,cash,success
1218,1218,11181.39,card,success
1219,1219,5035.29,card,failed
1220,1220,5934.54,cash,success
1221,1221,14317.62,card,success
1222,1222,13724.19,wallet,success
1223,1223,13311.96,card,failed
1224,1224,14210.32,card,success
1225,1225,6680.14,cash,success
1226,1226,13510.15,wallet,failed
1227,1227,10846.99,card,success
1228,1228,5793.58,card,failed
1229,1229,9908.87,card,failed
1230,1230,8760.06,cash,failed
1231,1231,12751.89,cash,success
1232,1232,13748.81,cash,failed
1233,1233,10914.76,card,success
1234,1234,14521.95,cash,failed
1235,1235,11888.01,wallet,failed
1236,1236,14881.27,cash,failed
1237,1237,6205.31,card,success
1238,1238,7672.61,wallet,failed
1239,1239,11226.61,card,failed
1240,1240,9317.79,cash,success
1241,1241,10286.52,wallet,success
1242,1242,11111.35,cash,failed
1243,1243,12658.05,card,success
1244,1244,10159.27,card,success
1245,1245,8728.35,wallet,success
1246,1246,12617.4,cash,success
1247,1247,11983.94,wallet,failed
1248,1248,7994.59,wallet,failed
1249,1249,6554.55,cash,success
1250,1250,11796.26,cash,success
1251,1251,9173.78,card,success
1252,1252,14231.18,cash,success
1253,1253,12515.55,wallet,failed
1254,1254,7964.2,cash,success
1255,1255,10527.98,wallet,success
1256,1256,6240.8,wallet,failed
1257,1257,9434.66,wallet,success
1258,1258,6881.67,cash,success
1259,1259,7421.39,wallet,failed
1260,1260,14993.41,card,failed
1261,1261,10398.0,cash,success
1262,1262,5962.29,card,failed
1263,1263,10095.72,card,failed
1264,1264,10696.31,wallet,success
1265,1265,7745.92,card,success
1266,1266,9556.82,card,failed
1267,1267,8474.08,card,failed
1268,1268,11355.28,card,success
1269,1269,14567.25,cash,failed
1270,1270,7259.12,wallet,failed
1271,1271,13362.44,card,success
1272,1272,7866.82,cash,failed
1273,1273,7863.16,card,success
1274,1274,13345.14,wallet,success
1275,1275,10603.27,card,failed
1276,1276,10189.72,wallet,success
1277,1277,6163.33,card,failed
1278,1278,12001.06,card,success
1279,1279,13164.79,cash,failed
1280,1280,8784.77,card,failed
1281,1281,9276.79,cash,success
1282,1282,11483.34,wallet,failed
1283,1283,7057.72,wallet,success
1284,1284,8707.17,wallet,success
1285,1285,13185.31,card,failed
1286,1286,14990.73,cash,failed
1287,1287,8543.5,wallet,success
1288,1288,7070.17,card,success
1289,1289,13199.45,wallet,success
1290,1290,13423.63,cash,failed
1291,1291,14141.05,card,failed
1292,1292,12589.08,card,failed
1293,1293,9925.86,card,failed
1294,1294,10971.16,wallet,failed
1295,1295,7041.03,cash,success
1296,1296,10840.32,wallet,success
1297,1297,5511.92,wallet,failed
1298,1298,8762.09,card,failed
1299,1299,12354.06,card,success
1300,1300,12559.74,cash,failed
1301,1301,12479.46,cash,success
1302,1302,8716.5,cash,success
1303,1303,11002.08,wallet,success
1304,1304,7336.13,wallet,failed
1305,1305,5336.38,wallet,failed
1306,1306,6290.72,card,success
1307,1307,14276.72,card,success
1308,1308,13635.08,card,failed
1309,1309,11346.74,cash,failed
1310,1310,7831.61,cash,failed
1311,1311,5142.61,cash,success
1312,1312,9394.95,cash,success
1313,1313,8115.54,cash,failed
1314,1314,14131.55,card,failed
1315,1315,5587.25,card,success
1316,1316,10360.52,cash,failed
1317,1317,7798.54,card,success
1318,1318,9229.21,cash,failed
1319,1319,5748.71,cash,failed
1320,1320,5890.42,card,failed
1321,1321,6074.17,cash,failed
1322,1322,7193.12,card,success
1323,1323,12451.56,card,failed
1324,1324,14277.58,card,success
1325,1325,8950.28,cash,success
1326,1326,13034.33,cash,failed
1327,1327,11405.99,cash,success
1328,1328,7340.61,wallet,failed
1329,1329,11775.6,cash,failed
1330,1330,6324.2,cash,failed
1331,1331,9009.37,wallet,failed
1332,1332,6435.22,cash,failed
1333,1333,14352.93,wallet,success
1334,1334,5058.18,card,failed
1335,1335,14067.8,card,failed
1336,1336,14522.48,wallet,success
1337,1337,9895.35,card,failed
1338,1338,5152.43,cash,failed
1339,1339,12992.41,wallet,failed
1340,1340,14517.39,card,success
1341,1341,11256.21,wallet,success
1342,1342,12590.88,cash,failed
1343,1343,11259.95,wallet,failed
1344,1344,9816.57,card,success
1345,1345,7373.59,card,success
1346,1346,5604.96,card,failed
1347,1347,13101.98,wallet,success
1348,1348,14151.12,card,failed
1349,1349,8330.99,wallet,success
1350,1350,9977.99,wallet,failed
1351,1351,11244.2,cash,failed
1352,1352,6791.49,cash,success
1353,1353,6700.13,card,success
1354,1354,5643.19,cash,failed
1355,1355,5085.15,cash,failed
1356,1356,6874.22,card,failed
1357,1357,12568.83,wallet,failed
1358,1358,11154.61,wallet,success
1359,1359,6631.09,wallet,success
1360,1360,10269.59,cash,failed
1361,1361,14067.99,cash,failed
1362,1362,14387.49,cash,success
1363,1363,11939.39,card,success
1364,1364,9471.87,card,failed
1365,1365,10870.06,wallet,success
1366,1366,11491.41,card,success
1367,1367,9297.85,card,success
1368,1368,14885.73,cash,success
1369,1369,9095.11,cash,failed
1370,1370,11070.49,wallet,success
1371,1371,10353.16,cash,failed
1372,1372,6483.89,cash,failed
1373,1373,9540.96,wallet,success
1374,1374,9642.86,cash,failed
1375,1375,12634.12,cash,success
1376,1376,12050.56,card,failed
1377,1377,7097.56,card,failed
1378,1378,9157.17,card,success
1379,1379,11008.66,wallet,failed
1380,1380,14934.66,wallet,failed
1381,1381,6584.35,cash,success
1382,1382,5137.51,wallet,success
1383,1383,8415.33,wallet,success
1384,1384,13605.83,card,failed
1385,1385,7347.43,cash,success
1386,1386,7441.67,cash,failed
1387,1387,10531.56,wallet,failed
1388,1388,7816.79,cash,failed
1389,1389,8593.64,cash,success
1390,1390,5746.93,wallet,failed
1391,1391,8604.26,wallet,success
1392,1392,14339.04,card,failed
1393,1393,9653.69,cash,success
1394,1394,11182.6,card,failed
1395,1395,9556.45,card,failed
1396,1396,12600.43,cash,success
1397,1397,9237.73,cash,success
1398,1398,13138.24,cash,failed
1399,1399,6401.17,wallet,failed
1400,1400,13114.81,cash,success
1401,1401,14215.07,cash,failed
1402,1402,6702.54,card,success
1403,1403,12616.33,card,success
1404,1404,9695.65,cash,failed
1405,1405,14759.44,cash,failed
1406,1406,6492.27,cash,failed
1407,1407,9680.22,cash,success
1408,1408,10455.5,card,failed
1409,1409,9847.63,card,failed
1410,1410,9242.7,wallet,failed
1411,1411,11844.54,card,success
1412,1412,14800.77,wallet,success
1413,1413,5742.63,wallet,success
1414,1414,5466.41,card,failed
1415,1415,5886.47,wallet,failed
1416,1416,8582.06,cash,failed
1417,1417,8378.59,card,success
1418,1418,8687.41,wallet,success
1419,1419,14845.17,cash,failed
1420,1420,8600.1,card,success
1421,1421,13261.13,card,success
1422,1422,6363.16,card,success
1423,1423,12007.0,wallet,failed
1424,1424,13616.93,cash,failed
1425,1425,6728.16,cash,success
1426,1426,11245.25,card,failed
1427,1427,9166.73,cash,success
1428,1428,13949.47,cash,success
1429,1429,11925.45,wallet,success
1430,1430,6261.65,cash,failed
1431,1431,9586.24,cash,success
1432,1432,5043.32,cash,success
1433,1433,6776.32,card,failed
1434,1434,7968.04,card,success
1435,1435,7921.23,card,failed
1436,1436,11617.82,cash,success
1437,1437,8839.85,card,failed
1438,1438,13450.11,wallet,failed
1439,1439,14530.6,card,success
1440,1440,10814.2,card,failed
1441,1441,8862.17,card,failed
1442,1442,5167.79,card,success
1443,1443,6831.95,wallet,success
1444,1444,13111.7,card,success
1445,1445,10194.07,card,success
1446,1446,8124.58,cash,failed
1447,1447,11528.55,wallet,success
1448,1448,10669.52,card,failed
1449,1449,14586.72,card,success
1450,1450,6384.1,card,success
1451,1451,6977.83,wallet,success
1452,1452,13814.43,card,failed
1453,1453,13235.27,card,success
1454,1454,5728.63,cash,success
1455,1455,9538.77,wallet,success
1456,1456,14308.52,wallet,failed
1457,1457,10748.29,cash,failed
1458,1458,8418.2,cash,success
1459,1459,13440.09,cash,success
1460,1460,9043.97,cash,success
1461,1461,14269.52,wallet,failed
1462,1462,7242.83,wallet,failed
1463,1463,8415.13,wallet,success
1464,1464,12969.33,wallet,failed
1465,1465,7806.57,wallet,success
1466,1466,5542.01,cash,failed
1467,1467,7228.94,cash,failed
1468,1468,9808.52,wallet,failed
1469,1469,6148.53,card,failed
1470,1470,7030.03,card,failed
1471,1471,7017.71,cash,success
1472,1472,12010.94,cash,failed
1473,1473,11956.41,wallet,success
1474,1474,9906.53,wallet,success
1475,1475,14893.99,wallet,success
1476,1476,11345.38,card,success
1477,1477,12431.2,cash,success
1478,1478,10628.16,wallet,failed
1479,1479,14245.39,cash,failed
1480,1480,8068.58,wallet,failed
1481,1481,10215.59,cash,failed
1482,1482,8342.11,card,failed
1483,1483,9115.29,card,success
1484,1484,14028.6,cash,success
1485,1485,10233.81,card,success
1486,1486,9006.86,card,failed
1487,1487,6685.56,cash,success
1488,1488,14052.59,card,success
1489,1489,11180.61,cash,failed
1490,1490,13689.62,cash,failed
1491,1491,6303.96,wallet,success
1492,1492,7485.97,wallet,failed
1493,1493,11434.88,wallet,failed
1494,1494,6492.71,card,success
1495,1495,6129.93,wallet,failed
1496,1496,12133.76,wallet,success
1497,1497,10698.21,cash,failed
1498,1498,13013.1,card,success
1499,1499,14003.72,cash,success
1500,1500,6138.32,wallet,failed
1501,1501,7207.18,wallet,success
1502,1502,5767.08,card,success
1503,1503,11310.04,wallet,success
1504,1504,8466.63,cash,success
1505,1505,10810.17,card,failed
1506,1506,11352.8,card,success
1507,1507,14439.39,cash,failed
1508,1508,10050.08,wallet,success
1509,1509,6313.3,cash,success
1510,1510,9308.35,cash,success
1511,1511,7115.77,cash,failed
1512,1512,13009.69,cash,success
1513,1513,9498.98,cash,success
1514,1514,10698.26,card,success
1515,1515,7870.44,wallet,success
1516,1516,14237.13,card,success
1517,1517,12469.44,cash,success
1518,1518,7467.74,wallet,success
1519,1519,12686.76,wallet,failed
1520,1520,11881.81,wallet,failed
1521,1521,8216.29,cash,failed
1522,1522,7193.94,wallet,failed
1523,1523,6229.54,card,success
1524,1524,6838.19,wallet,failed
1525,1525,13474.99,card,failed
1526,1526,13880.72,wallet,success
1527,1527,14170.15,wallet,failed
1528,1528,8266.88,card,failed
1529,1529,8369.98,wallet,failed
1530,1530,8158.2,card,success
1531,1531,7897.26,card,success
1532,1532,6425.76,wallet,failed
1533,1533,14964.87,cash,failed
1534,1534,9460.75,wallet,failed
1535,1535,14600.31,cash,failed
1536,1536,14998.7,wallet,success
1537,1537,7069.73,cash,failed
1538,1538,13388.45,wallet,success
1539,1539,5519.32,card,failed
1540,1540,5849.08,card,success
1541,1541,8321.86,cash,success
1542,1542,8788.6,cash,failed
1543,1543,7635.39,wallet,failed
1544,1544,10479.6,wallet,failed
1545,1545,14884.5,wallet,success
1546,1546,9072.24,wallet,success
1547,1547,14938.66,card,success
1548,1548,10076.61,wallet,failed
1549,1549,8300.73,wallet,success
1550,1550,5276.23,cash,failed
1551,1551,6148.26,cash,failed
1552,1552,10707.04,cash,success
1553,1553,8797.54,cash,failed
1554,1554,5066.32,wallet,success
1555,1555,10031.76,cash,success
1556,1556,8709.08,cash,success
1557,1557,6618.49,cash,failed
1558,1558,11286.82,card,failed
1559,1559,8196.61,cash,failed
1560,1560,5217.58,card,failed
1561,1561,13878.05,cash,failed
1562,1562,9794.22,wallet,failed
1563,1563,9468.17,cash,failed
1564,1564,5910.08,wallet,success
1565,1565,9389.31,wallet,success
1566,1566,8329.25,card,success
1567,1567,7518.83,cash,failed
1568,1568,12235.37,wallet,failed
1569,1569,12467.74,cash,failed
1570,1570,10789.07,cash,success
1571,1571,12681.63,cash,failed
1572,1572,13394.9,wallet,success
1573,1573,10285.29,card,failed
1574,1574,8291.89,cash,success
1575,1575,13658.09,cash,failed
1576,1576,8756.95,wallet,success
1577,1577,8915.55,card,success
1578,1578,8746.44,card,failed
1579,1579,9252.81,card,failed
1580,1580,6942.54,wallet,failed
1581,1581,14566.43,cash,failed
1582,1582,9388.38,cash,failed
1583,1583,11686.03,wallet,failed
1584,1584,12218.85,card,failed
1585,1585,14892.01,cash,success
1586,1586,6122.21,card,failed
1587,1587,7074.22,card,success
1588,1588,10097.46,cash,success
1589,1589,11334.98,wallet,success
1590,1590,11362.77,cash,failed
1591,1591,6382.14,card,failed
1592,1592,5517.59,cash,success
1593,1593,11280.07,wallet,failed
1594,1594,6620.51,wallet,failed
1595,1595,10707.41,wallet,failed
1596,1596,7924.52,card,success
1597,1597,9019.55,wallet,failed
1598,1598,11238.27,card,failed
1599,1599,14298.04,card,success
1600,1600,9564.11,card,success
1601,1601,9240.9,card,failed
1602,1602,11624.38,cash,failed
1603,1603,12394.64,cash,failed
1604,1604,11568.87,cash,failed
1605,1605,12671.88,wallet,success
1606,1606,9393.69,wallet,success
1607,1607,8471.52,wallet,failed
1608,1608,5479.89,card,failed
1609,1609,12559.69,cash,failed
1610,1610,8802.68,card,success
1611,1611,7178.88,wallet,failed
1612,1612,11982.17,wallet,success
1613,1613,9196.65,wallet,success
1614,1614,8732.93,cash,success
1615,1615,6087.0,cash,success
1616,1616,9351.06,wallet,failed
1617,1617,10586.03,wallet,failed
1618,1618,6524.76,card,success
1619,1619,7626.12,wallet,success
1620,1620,5706.09,card,failed
1621,1621,10719.73,cash,failed
1622,1622,8495.24,cash,failed
1623,1623,10626.74,cash,success
1624,1624,14455.43,cash,failed
1625,1625,14324.58,card,success
1626,1626,13372.37,card,success
1627,1627,8122.77,wallet,failed
1628,1628,6399.55,card,success
1629,1629,6112.38,card,success
1630,1630,12283.55,card,failed
1631,1631,12042.75,cash,success
1632,1632,14798.78,cash,failed
1633,1633,7529.49,wallet,success
1634,1634,11771.73,wallet,failed
1635,1635,10034.03,card,failed
1636,1636,10489.23,cash,success
1637,1637,9217.4,card,failed
1638,1638,5320.7,wallet,success
1639,1639,12754.81,card,failed
1640,1640,10750.69,wallet,failed
1641,1641,6692.62,card,success
1642,1642,11580.99,cash,failed
1643,1643,8247.92,card,failed
1644,1644,7310.07,cash,failed
1645,1645,6752.69,cash,failed
1646,1646,13140.65,wallet,success
1647,1647,7491.35,wallet,failed
1648,1648,11335.11,cash,success
1649,1649,10572.76,cash,failed
1650,1650,10177.63,cash,success
1651,1651,8381.92,wallet,failed
1652,1652,6135.35,card,failed
1653,1653,14925.98,card,success
1654,1654,7267.02,cash,failed
1655,1655,7884.9,cash,failed
1656,1656,7990.3,cash,success
1657,1657,6911.98,wallet,success
1658,1658,10707.67,card,success
1659,1659,13265.0,wallet,success
1660,1660,7018.19,cash,success
1661,1661,5935.38,wallet,failed
1662,1662,11972.49,wallet,success
1663,1663,13939.38,card,failed
1664,1664,7329.22,wallet,failed
1665,1665,11263.33,wallet,success
1666,1666,11477.0,cash,success
1667,1667,12682.59,card,success
1668,1668,5611.64,wallet,failed
1669,1669,6583.07,cash,success
1670,1670,6339.78,card,failed
1671,1671,7335.02,wallet,failed
1672,1672,5203.61,cash,success
1673,1673,7103.78,cash,success
1674,1674,7960.05,card,success
1675,1675,10612.36,cash,failed
1676,1676,13520.95,cash,failed
1677,1677,10217.49,cash,failed
1678,1678,13141.71,cash,success
1679,1679,5222.67,wallet,failed
1680,1680,11062.47,card,success
1681,1681,10898.45,card,success
1682,1682,6020.99,wallet,success
1683,1683,13917.2,wallet,failed
1684,1684,9187.58,card,failed
1685,1685,7455.3,card,success
1686,1686,9343.65,cash,failed
1687,1687,9053.77,card,success
1688,1688,7412.57,cash,success
1689,1689,13414.03,cash,failed
1690,1690,9657.48,cash,failed
1691,1691,10487.47,card,failed
1692,1692,10077.62,wallet,failed
1693,1693,10305.76,cash,failed
1694,1694,13730.15,wallet,failed
1695,1695,10119.58,card,failed
1696,1696,9077.77,wallet,failed
1697,1697,13946.82,card,success
1698,1698,7095.0,cash,failed
1699,1699,11472.44,card,failed
1700,1700,8713.22,cash,failed
1701,1701,10177.12,cash,failed
1702,1702,11909.73,wallet,success
1703,1703,9130.44,card,failed
1704,1704,9862.42,card,success
1705,1705,8061.39,card,failed
1706,1706,13584.59,cash,failed
1707,1707,8377.49,cash,success
1708,1708,6411.84,cash,success
1709,1709,9767.77,card,failed
1710,1710,12756.44,wallet,success
1711,1711,8187.87,card,success
1712,1712,11350.49,cash,success
1713,1713,6312.14,cash,failed
1714,1714,11195.16,card,failed
1715,1715,11176.58,wallet,success
1716,1716,8836.1,card,failed
1717,1717,5320.52,card,success
1718,1718,11664.43,wallet,success
1719,1719,11901.74,cash,failed
1720,1720,7192.22,wallet,success
1721,1721,8161.71,wallet,failed
1722,1722,9103.36,wallet,failed
1723,1723,6803.82,cash,success
1724,1724,7987.47,cash,failed
1725,1725,6869.37,card,failed
1726,1726,7267.02,cash,success
1727,1727,6124.26,cash,failed
1728,1728,14462.35,wallet,success
1729,1729,13190.78,wallet,success
1730,1730,9548.22,wallet,success
1731,1731,11390.39,cash,failed
1732,1732,10787.72,card,success
1733,1733,12133.66,cash,failed
1734,1734,9579.34,card,failed
1735,1735,12257.93,wallet,failed
1736,1736,10514.33,card,failed
1737,1737,6340.82,wallet,success
1738,1738,8453.72,card,failed
1739,1739,8712.49,wallet,success
1740,1740,8185.44,card,success
1741,1741,7326.53,card,success
1742,1742,12422.92,card,failed
1743,1743,13979.09,wallet,failed
1744,1744,12015.14,card,failed
1745,1745,6424.16,wallet,failed
1746,1746,10176.12,cash,success
1747,1747,7024.31,cash,success
1748,1748,11861.75,card,failed
1749,1749,5760.93,cash,failed
1750,1750,6947.47,wallet,failed
1751,1751,9579.23,card,failed
1752,1752,9251.73,cash,failed
1753,1753,12434.7,card,success
1754,1754,5672.98,cash,failed
1755,1755,11779.11,wallet,success
1756,1756,5629.2,cash,success
1757,1757,10508.1,card,success
1758,1758,12773.33,card,failed
1759,1759,7170.94,wallet,success
1760,1760,11953.26,card,success
1761,1761,12753.24,cash,failed
1762,1762,10419.95,wallet,failed
1763,1763,11287.82,wallet,success
1764,1764,14341.78,cash,success
1765,1765,11546.78,card,failed
1766,1766,7146.26,cash,failed
1767,1767,14851.09,card,failed
1768,1768,6101.37,card,success
1769,1769,13432.52,card,failed
1770,1770,7692.33,card,success
1771,1771,6776.27,wallet,success
1772,1772,11359.35,card,success
1773,1773,9576.9,cash,failed
1774,1774,10087.59,wallet,failed
1775,1775,12386.22,wallet,success
1776,1776,7736.53,cash,success
1777,1777,12045.01,cash,failed
1778,1778,14484.75,cash,success
1779,1779,11578.86,wallet,success
1780,1780,14879.19,cash,success
1781,1781,5010.65,wallet,failed
1782,1782,13314.19,cash,failed
1783,1783,9695.88,card,failed
1784,1784,14087.54,card,failed
1785,1785,13382.37,cash,failed
1786,1786,10964.03,card,failed
1787,1787,5991.27,cash,success
1788,1788,6524.36,cash,failed
1789,1789,8413.63,card,failed
1790,1790,13624.32,cash,failed
1791,1791,6535.71,cash,failed
1792,1792,14080.26,cash,failed
1793,1793,8511.23,wallet,failed
1794,1794,7804.93,wallet,success
1795,1795,9034.38,cash,failed
1796,1796,13026.41,card,success
1797,1797,11774.7,wallet,failed
1798,1798,8152.48,wallet,failed
1799,1799,9354.03,card,success
1800,1800,8630.98,wallet,success
1801,1801,13344.93,card,success
1802,1802,12966.02,card,failed
1803,1803,9526.91,cash,success
1804,1804,14051.64,wallet,failed
1805,1805,8987.16,cash,failed
1806,1806,7458.29,card,success
1807,1807,14334.9,wallet,failed
1808,1808,12200.16,wallet,success
1809,1809,9036.85,card,success
1810,1810,11021.36,card,success
1811,1811,10602.76,card,failed
1812,1812,12505.87,wallet,success
1813,1813,7579.37,card,success
1814,1814,5951.06,card,failed
